date,symbol,circulating_supply,rank
2013-01-01 00:00:00+00:00,BTC,10617811.46000000,1
2013-01-02 00:00:00+00:00,BTC,10621637.50000000,1
2013-01-03 00:00:00+00:00,BTC,10625687.50000000,1
2013-01-04 00:00:00+00:00,BTC,10629428.13000000,1
2013-01-05 00:00:00+00:00,BTC,10632967.71000000,1
2013-01-06 00:00:00+00:00,BTC,10636655.21000000,1
2013-01-07 00:00:00+00:00,BTC,10640847.92000000,1
2013-01-08 00:00:00+00:00,BTC,10644187.50000000,1
2013-01-09 00:00:00+00:00,BTC,10647362.50000000,1
2013-01-10 00:00:00+00:00,BTC,10651112.50000000,1
2013-01-11 00:00:00+00:00,BTC,10654037.50000000,1
2013-01-12 00:00:00+00:00,BTC,10657078.13000000,1
2013-01-13 00:00:00+00:00,BTC,10660408.33000000,1
2013-01-14 00:00:00+00:00,BTC,10664314.58000000,1
2013-01-15 00:00:00+00:00,BTC,10667337.50000000,1
2013-01-16 00:00:00+00:00,BTC,10670616.67000000,1
2013-01-17 00:00:00+00:00,BTC,10673412.50000000,1
2013-01-18 00:00:00+00:00,BTC,10676431.25000000,1
2013-01-19 00:00:00+00:00,BTC,10680277.08000000,1
2013-01-20 00:00:00+00:00,BTC,10683489.58000000,1
2013-01-21 00:00:00+00:00,BTC,10686762.50000000,1
2013-01-22 00:00:00+00:00,BTC,10690412.50000000,1
2013-01-23 00:00:00+00:00,BTC,10693554.17000000,1
2013-01-24 00:00:00+00:00,BTC,10697436.46000000,1
2013-01-25 00:00:00+00:00,BTC,10700802.08000000,1
2013-01-26 00:00:00+00:00,BTC,10704786.46000000,1
2013-01-27 00:00:00+00:00,BTC,10708587.50000000,1
2013-01-28 00:00:00+00:00,BTC,10712216.67000000,1
2013-01-29 00:00:00+00:00,BTC,10716188.54000000,1
2013-01-30 00:00:00+00:00,BTC,10719998.96000000,1
2013-01-31 00:00:00+00:00,BTC,10724833.33000000,1
2013-02-01 00:00:00+00:00,BTC,10728537.50000000,1
2013-02-02 00:00:00+00:00,BTC,10732330.21000000,1
2013-02-03 00:00:00+00:00,BTC,10736892.71000000,1
2013-02-04 00:00:00+00:00,BTC,10741112.50000000,1
2013-02-05 00:00:00+00:00,BTC,10745281.25000000,1
2013-02-06 00:00:00+00:00,BTC,10748892.71000000,1
2013-02-07 00:00:00+00:00,BTC,10752770.83000000,1
2013-02-08 00:00:00+00:00,BTC,10756562.50000000,1
2013-02-09 00:00:00+00:00,BTC,10760112.50000000,1
2013-02-10 00:00:00+00:00,BTC,10764094.79000000,1
2013-02-11 00:00:00+00:00,BTC,10768101.04000000,1
2013-02-12 00:00:00+00:00,BTC,10771607.29000000,1
2013-02-13 00:00:00+00:00,BTC,10775869.79000000,1
2013-02-14 00:00:00+00:00,BTC,10779612.50000000,1
2013-02-15 00:00:00+00:00,BTC,10784134.38000000,1
2013-02-16 00:00:00+00:00,BTC,10788858.33000000,1
2013-02-17 00:00:00+00:00,BTC,10793562.50000000,1
2013-02-18 00:00:00+00:00,BTC,10797559.38000000,1
2013-02-19 00:00:00+00:00,BTC,10801496.88000000,1
2013-02-20 00:00:00+00:00,BTC,10806387.50000000,1
2013-02-21 00:00:00+00:00,BTC,10810787.50000000,1
2013-02-22 00:00:00+00:00,BTC,10814991.67000000,1
2013-02-23 00:00:00+00:00,BTC,10819095.83000000,1
2013-02-24 00:00:00+00:00,BTC,10823011.46000000,1
2013-02-25 00:00:00+00:00,BTC,10828129.17000000,1
2013-02-26 00:00:00+00:00,BTC,10832222.92000000,1
2013-02-27 00:00:00+00:00,BTC,10837000.00000000,1
2013-02-28 00:00:00+00:00,BTC,10841312.50000000,1
2013-03-01 00:00:00+00:00,BTC,10845112.50000000,1
2013-03-02 00:00:00+00:00,BTC,10848737.50000000,1
2013-03-03 00:00:00+00:00,BTC,10852737.50000000,1
2013-03-04 00:00:00+00:00,BTC,10857184.38000000,1
2013-03-05 00:00:00+00:00,BTC,10860672.92000000,1
2013-03-06 00:00:00+00:00,BTC,10864562.50000000,1
2013-03-07 00:00:00+00:00,BTC,10868562.50000000,1
2013-03-08 00:00:00+00:00,BTC,10872587.50000000,1
2013-03-09 00:00:00+00:00,BTC,10876748.96000000,1
2013-03-10 00:00:00+00:00,BTC,10881337.50000000,1
2013-03-11 00:00:00+00:00,BTC,10885487.50000000,1
2013-03-12 00:00:00+00:00,BTC,10888850.00000000,1
2013-03-13 00:00:00+00:00,BTC,10892694.79000000,1
2013-03-14 00:00:00+00:00,BTC,10897262.50000000,1
2013-03-15 00:00:00+00:00,BTC,10901506.25000000,1
2013-03-16 00:00:00+00:00,BTC,10905912.50000000,1
2013-03-17 00:00:00+00:00,BTC,10911137.50000000,1
2013-03-18 00:00:00+00:00,BTC,10915845.83000000,1
2013-03-19 00:00:00+00:00,BTC,10920162.50000000,1
2013-03-20 00:00:00+00:00,BTC,10925437.50000000,1
2013-03-21 00:00:00+00:00,BTC,10930887.50000000,1
2013-03-22 00:00:00+00:00,BTC,10936612.50000000,1
2013-03-23 00:00:00+00:00,BTC,10942012.50000000,1
2013-03-24 00:00:00+00:00,BTC,10946762.50000000,1
2013-03-25 00:00:00+00:00,BTC,10950337.50000000,1
2013-03-26 00:00:00+00:00,BTC,10954087.50000000,1
2013-03-27 00:00:00+00:00,BTC,10957412.50000000,1
2013-03-28 00:00:00+00:00,BTC,10961962.50000000,1
2013-03-29 00:00:00+00:00,BTC,10966262.50000000,1
2013-03-30 00:00:00+00:00,BTC,10970662.50000000,1
2013-03-31 00:00:00+00:00,BTC,10974846.88000000,1
2013-04-01 00:00:00+00:00,BTC,10979833.33000000,1
2013-04-02 00:00:00+00:00,BTC,10984362.50000000,1
2013-04-03 00:00:00+00:00,BTC,10988705.21000000,1
2013-04-04 00:00:00+00:00,BTC,10992562.50000000,1
2013-04-05 00:00:00+00:00,BTC,10996496.88000000,1
2013-04-06 00:00:00+00:00,BTC,11000611.46000000,1
2013-04-07 00:00:00+00:00,BTC,11004662.50000000,1
2013-04-08 00:00:00+00:00,BTC,11008587.50000000,1
2013-04-09 00:00:00+00:00,BTC,11012987.50000000,1
2013-04-10 00:00:00+00:00,BTC,11017762.50000000,1
2013-04-11 00:00:00+00:00,BTC,11021737.50000000,1
2013-04-12 00:00:00+00:00,BTC,11026087.50000000,1
2013-04-13 00:00:00+00:00,BTC,11030262.50000000,1
2013-04-14 00:00:00+00:00,BTC,11034087.50000000,1
2013-04-15 00:00:00+00:00,BTC,11038112.50000000,1
2013-04-16 00:00:00+00:00,BTC,11042583.33000000,1
2013-04-17 00:00:00+00:00,BTC,11046887.50000000,1
2013-04-18 00:00:00+00:00,BTC,11050537.50000000,1
2013-04-19 00:00:00+00:00,BTC,11053937.50000000,1
2013-04-20 00:00:00+00:00,BTC,11057812.50000000,1
2013-04-21 00:00:00+00:00,BTC,11062212.50000000,1
2013-04-22 00:00:00+00:00,BTC,11066062.50000000,1
2013-04-23 00:00:00+00:00,BTC,11070262.50000000,1
2013-04-24 00:00:00+00:00,BTC,11074287.50000000,1
2013-04-25 00:00:00+00:00,BTC,11078611.46000000,1
2013-04-26 00:00:00+00:00,BTC,11082862.50000000,1
2013-04-27 00:00:00+00:00,BTC,11086562.50000000,1
2013-04-28 00:00:00+00:00,LTC,17164230.00000000,1
2013-04-28 00:00:00+00:00,BTC,11091325.00000000,2
2013-04-29 00:00:00+00:00,LTC,17196780.00000000,1
2013-04-29 00:00:00+00:00,BTC,11095675.00000000,2
2013-04-30 00:00:00+00:00,LTC,17228230.00000000,1
2013-04-30 00:00:00+00:00,BTC,11099375.00000000,2
2013-05-01 00:00:00+00:00,LTC,17259780.00000000,1
2013-05-01 00:00:00+00:00,BTC,11103125.00000000,2
2013-05-02 00:00:00+00:00,LTC,17285980.00000000,1
2013-05-02 00:00:00+00:00,BTC,11106525.00000000,2
2013-05-03 00:00:00+00:00,LTC,17305880.00000000,1
2013-05-03 00:00:00+00:00,BTC,11109925.00000000,2
2013-05-04 00:00:00+00:00,LTC,17326854.00000000,1
2013-05-04 00:00:00+00:00,BTC,11113925.00000000,2
2013-05-05 00:00:00+00:00,LTC,17348954.00000000,1
2013-05-05 00:00:00+00:00,BTC,11118050.00000000,2
2013-05-06 00:00:00+00:00,LTC,17380604.00000000,1
2013-05-06 00:00:00+00:00,BTC,11122200.00000000,2
2013-05-07 00:00:00+00:00,LTC,17418480.00000000,1
2013-05-07 00:00:00+00:00,BTC,11126400.00000000,2
2013-05-08 00:00:00+00:00,LTC,17454980.00000000,1
2013-05-08 00:00:00+00:00,BTC,11130525.00000000,2
2013-05-09 00:00:00+00:00,LTC,17492080.00000000,1
2013-05-09 00:00:00+00:00,BTC,11134600.00000000,2
2013-05-10 00:00:00+00:00,LTC,17529180.00000000,1
2013-05-10 00:00:00+00:00,BTC,11138900.00000000,2
2013-05-11 00:00:00+00:00,LTC,17560530.00000000,1
2013-05-11 00:00:00+00:00,BTC,11143475.00000000,2
2013-05-12 00:00:00+00:00,LTC,17591130.00000000,1
2013-05-12 00:00:00+00:00,BTC,11147675.00000000,2
2013-05-13 00:00:00+00:00,LTC,17620030.00000000,1
2013-05-13 00:00:00+00:00,BTC,11151975.00000000,2
2013-05-14 00:00:00+00:00,LTC,17649530.00000000,1
2013-05-14 00:00:00+00:00,BTC,11155825.00000000,2
2013-05-15 00:00:00+00:00,LTC,17677580.00000000,1
2013-05-15 00:00:00+00:00,BTC,11159375.00000000,2
2013-05-16 00:00:00+00:00,LTC,17705980.00000000,1
2013-05-16 00:00:00+00:00,BTC,11163075.00000000,2
2013-05-17 00:00:00+00:00,LTC,17732730.00000000,1
2013-05-17 00:00:00+00:00,BTC,11167125.00000000,2
2013-05-18 00:00:00+00:00,LTC,17760254.00000000,1
2013-05-18 00:00:00+00:00,BTC,11170825.00000000,2
2013-05-19 00:00:00+00:00,LTC,17787454.00000000,1
2013-05-19 00:00:00+00:00,BTC,11174725.00000000,2
2013-05-20 00:00:00+00:00,LTC,17814904.00000000,1
2013-05-20 00:00:00+00:00,BTC,11177950.00000000,2
2013-05-21 00:00:00+00:00,LTC,17841754.00000000,1
2013-05-21 00:00:00+00:00,BTC,11181750.00000000,2
2013-05-22 00:00:00+00:00,LTC,17869654.00000000,1
2013-05-22 00:00:00+00:00,BTC,11185650.00000000,2
2013-05-23 00:00:00+00:00,LTC,17900454.00000000,1
2013-05-23 00:00:00+00:00,BTC,11189975.00000000,2
2013-05-24 00:00:00+00:00,LTC,17932954.00000000,1
2013-05-24 00:00:00+00:00,BTC,11194225.00000000,2
2013-05-25 00:00:00+00:00,LTC,17964704.00000000,1
2013-05-25 00:00:00+00:00,BTC,11198350.00000000,2
2013-05-26 00:00:00+00:00,LTC,17993154.00000000,1
2013-05-26 00:00:00+00:00,BTC,11202375.00000000,2
2013-05-27 00:00:00+00:00,LTC,18021204.00000000,1
2013-05-27 00:00:00+00:00,BTC,11206825.00000000,2
2013-05-28 00:00:00+00:00,LTC,18050254.00000000,1
2013-05-28 00:00:00+00:00,BTC,11210775.00000000,2
2013-05-29 00:00:00+00:00,LTC,18079804.00000000,1
2013-05-29 00:00:00+00:00,BTC,11214925.00000000,2
2013-05-30 00:00:00+00:00,LTC,18110254.00000000,1
2013-05-30 00:00:00+00:00,BTC,11219450.00000000,2
2013-05-31 00:00:00+00:00,LTC,18140554.00000000,1
2013-05-31 00:00:00+00:00,BTC,11223800.00000000,2
2013-06-01 00:00:00+00:00,LTC,18168954.00000000,1
2013-06-01 00:00:00+00:00,BTC,11229050.00000000,2
2013-06-02 00:00:00+00:00,LTC,18197154.00000000,1
2013-06-02 00:00:00+00:00,BTC,11234075.00000000,2
2013-06-03 00:00:00+00:00,LTC,18225304.00000000,1
2013-06-03 00:00:00+00:00,BTC,11239450.00000000,2
2013-06-04 00:00:00+00:00,LTC,18252304.00000000,1
2013-06-04 00:00:00+00:00,BTC,11244750.00000000,2
2013-06-05 00:00:00+00:00,LTC,18282254.00000000,1
2013-06-05 00:00:00+00:00,BTC,11249375.00000000,2
2013-06-06 00:00:00+00:00,LTC,18311704.00000000,1
2013-06-06 00:00:00+00:00,BTC,11253900.00000000,2
2013-06-07 00:00:00+00:00,LTC,18344554.00000000,1
2013-06-07 00:00:00+00:00,BTC,11257925.00000000,2
2013-06-08 00:00:00+00:00,LTC,18377004.00000000,1
2013-06-08 00:00:00+00:00,BTC,11262400.00000000,2
2013-06-09 00:00:00+00:00,LTC,18404654.00000000,1
2013-06-09 00:00:00+00:00,BTC,11266425.00000000,2
2013-06-10 00:00:00+00:00,LTC,18433304.00000000,1
2013-06-10 00:00:00+00:00,BTC,11270700.00000000,2
2013-06-11 00:00:00+00:00,LTC,18461504.00000000,1
2013-06-11 00:00:00+00:00,BTC,11275250.00000000,2
2013-06-12 00:00:00+00:00,LTC,18493354.00000000,1
2013-06-12 00:00:00+00:00,BTC,11280350.00000000,2
2013-06-13 00:00:00+00:00,LTC,18524304.00000000,1
2013-06-13 00:00:00+00:00,BTC,11284975.00000000,2
2013-06-14 00:00:00+00:00,LTC,18556704.00000000,1
2013-06-14 00:00:00+00:00,BTC,11289475.00000000,2
2013-06-15 00:00:00+00:00,LTC,18579904.00000000,1
2013-06-15 00:00:00+00:00,BTC,11293800.00000000,2
2013-06-16 00:00:00+00:00,LTC,18603854.00000000,1
2013-06-16 00:00:00+00:00,BTC,11298425.00000000,2
2013-06-17 00:00:00+00:00,LTC,18630004.00000000,1
2013-06-17 00:00:00+00:00,BTC,11302050.00000000,2
2013-06-18 00:00:00+00:00,LTC,18660854.00000000,1
2013-06-18 00:00:00+00:00,BTC,11305550.00000000,2
2013-06-19 00:00:00+00:00,LTC,18696904.00000000,1
2013-06-19 00:00:00+00:00,BTC,11308950.00000000,2
2013-06-20 00:00:00+00:00,LTC,18731204.00000000,1
2013-06-20 00:00:00+00:00,BTC,11312800.00000000,2
2013-06-21 00:00:00+00:00,LTC,18760604.00000000,1
2013-06-21 00:00:00+00:00,BTC,11317025.00000000,2
2013-06-22 00:00:00+00:00,LTC,18788054.00000000,1
2013-06-22 00:00:00+00:00,BTC,11321425.00000000,2
2013-06-23 00:00:00+00:00,LTC,18819604.00000000,1
2013-06-23 00:00:00+00:00,BTC,11325525.00000000,2
2013-06-24 00:00:00+00:00,LTC,18850804.00000000,1
2013-06-24 00:00:00+00:00,BTC,11329275.00000000,2
2013-06-25 00:00:00+00:00,LTC,18878654.00000000,1
2013-06-25 00:00:00+00:00,BTC,11333200.00000000,2
2013-06-26 00:00:00+00:00,LTC,18911154.00000000,1
2013-06-26 00:00:00+00:00,BTC,11337550.00000000,2
2013-06-27 00:00:00+00:00,LTC,18942154.00000000,1
2013-06-27 00:00:00+00:00,BTC,11341700.00000000,2
2013-06-28 00:00:00+00:00,LTC,18971754.00000000,1
2013-06-28 00:00:00+00:00,BTC,11345975.00000000,2
2013-06-29 00:00:00+00:00,LTC,19002354.00000000,1
2013-06-29 00:00:00+00:00,BTC,11350175.00000000,2
2013-06-30 00:00:00+00:00,LTC,19030604.00000000,1
2013-06-30 00:00:00+00:00,BTC,11354025.00000000,2
2013-07-01 00:00:00+00:00,LTC,19061704.00000000,1
2013-07-01 00:00:00+00:00,BTC,11357925.00000000,2
2013-07-02 00:00:00+00:00,LTC,19093454.00000000,1
2013-07-02 00:00:00+00:00,BTC,11361775.00000000,2
2013-07-03 00:00:00+00:00,LTC,19123504.00000000,1
2013-07-03 00:00:00+00:00,BTC,11366350.00000000,2
2013-07-04 00:00:00+00:00,LTC,19154604.00000000,1
2013-07-04 00:00:00+00:00,BTC,11370500.00000000,2
2013-07-05 00:00:00+00:00,LTC,19180454.00000000,1
2013-07-05 00:00:00+00:00,BTC,11375125.00000000,2
2013-07-06 00:00:00+00:00,LTC,19206154.00000000,1
2013-07-06 00:00:00+00:00,BTC,11379800.00000000,2
2013-07-07 00:00:00+00:00,LTC,19235004.00000000,1
2013-07-07 00:00:00+00:00,BTC,11384475.00000000,2
2013-07-08 00:00:00+00:00,LTC,19268004.00000000,1
2013-07-08 00:00:00+00:00,BTC,11389225.00000000,2
2013-07-09 00:00:00+00:00,LTC,19299204.00000000,1
2013-07-09 00:00:00+00:00,BTC,11393875.00000000,2
2013-07-10 00:00:00+00:00,LTC,19329004.00000000,1
2013-07-10 00:00:00+00:00,BTC,11398775.00000000,2
2013-07-11 00:00:00+00:00,LTC,19357604.00000000,1
2013-07-11 00:00:00+00:00,BTC,11403125.00000000,2
2013-07-12 00:00:00+00:00,LTC,19384554.00000000,1
2013-07-12 00:00:00+00:00,BTC,11406975.00000000,2
2013-07-13 00:00:00+00:00,LTC,19411454.00000000,1
2013-07-13 00:00:00+00:00,BTC,11410900.00000000,2
2013-07-14 00:00:00+00:00,LTC,19438854.00000000,1
2013-07-14 00:00:00+00:00,BTC,11415175.00000000,2
2013-07-15 00:00:00+00:00,LTC,19470854.00000000,1
2013-07-15 00:00:00+00:00,BTC,11419275.00000000,2
2013-07-16 00:00:00+00:00,LTC,19502254.00000000,1
2013-07-16 00:00:00+00:00,BTC,11423375.00000000,2
2013-07-17 00:00:00+00:00,LTC,19533504.00000000,1
2013-07-17 00:00:00+00:00,BTC,11428000.00000000,2
2013-07-18 00:00:00+00:00,LTC,19563104.00000000,1
2013-07-18 00:00:00+00:00,BTC,11432025.00000000,2
2013-07-19 00:00:00+00:00,LTC,19589604.00000000,1
2013-07-19 00:00:00+00:00,BTC,11436300.00000000,2
2013-07-20 00:00:00+00:00,LTC,19586904.00000000,1
2013-07-20 00:00:00+00:00,BTC,11440950.00000000,2
2013-07-21 00:00:00+00:00,LTC,19586904.00000000,1
2013-07-21 00:00:00+00:00,BTC,11445900.00000000,2
2013-07-22 00:00:00+00:00,LTC,19670254.00000000,1
2013-07-22 00:00:00+00:00,BTC,11450050.00000000,2
2013-07-23 00:00:00+00:00,LTC,19700754.00000000,1
2013-07-23 00:00:00+00:00,BTC,11453550.00000000,2
2013-07-24 00:00:00+00:00,LTC,19731104.00000000,1
2013-07-24 00:00:00+00:00,BTC,11457500.00000000,2
2013-07-25 00:00:00+00:00,LTC,19758630.00000000,1
2013-07-25 00:00:00+00:00,BTC,11461175.00000000,2
2013-07-26 00:00:00+00:00,LTC,19789430.00000000,1
2013-07-26 00:00:00+00:00,BTC,11465325.00000000,2
2013-07-27 00:00:00+00:00,LTC,19816180.00000000,1
2013-07-27 00:00:00+00:00,BTC,11469800.00000000,2
2013-07-28 00:00:00+00:00,LTC,19844180.00000000,1
2013-07-28 00:00:00+00:00,BTC,11474025.00000000,2
2013-07-29 00:00:00+00:00,LTC,19871480.00000000,1
2013-07-29 00:00:00+00:00,BTC,11478450.00000000,2
2013-07-30 00:00:00+00:00,LTC,19899430.00000000,1
2013-07-30 00:00:00+00:00,BTC,11483400.00000000,2
2013-07-31 00:00:00+00:00,LTC,19924280.00000000,1
2013-07-31 00:00:00+00:00,BTC,11488150.00000000,2
2013-08-01 00:00:00+00:00,LTC,19950280.00000000,1
2013-08-01 00:00:00+00:00,BTC,11492550.00000000,2
2013-08-02 00:00:00+00:00,LTC,19978130.00000000,1
2013-08-02 00:00:00+00:00,BTC,11497375.00000000,2
2013-08-03 00:00:00+00:00,LTC,20006680.00000000,1
2013-08-03 00:00:00+00:00,BTC,11501625.00000000,2
2013-08-04 00:00:00+00:00,XRP,7817889792.00000000,1
2013-08-04 00:00:00+00:00,LTC,20034580.00000000,2
2013-08-04 00:00:00+00:00,BTC,11506100.00000000,3
2013-08-05 00:00:00+00:00,XRP,7817889792.00000000,1
2013-08-05 00:00:00+00:00,LTC,20067380.00000000,2
2013-08-05 00:00:00+00:00,BTC,11510800.00000000,3
2013-08-06 00:00:00+00:00,XRP,7817889792.00000000,1
2013-08-06 00:00:00+00:00,LTC,20096880.00000000,2
2013-08-06 00:00:00+00:00,BTC,11513800.00000000,3
2013-08-07 00:00:00+00:00,XRP,7817889792.00000000,1
2013-08-07 00:00:00+00:00,LTC,20127430.00000000,2
2013-08-07 00:00:00+00:00,BTC,11513800.00000000,3
2013-08-08 00:00:00+00:00,XRP,7817889792.00000000,1
2013-08-08 00:00:00+00:00,LTC,20156630.00000000,2
2013-08-08 00:00:00+00:00,BTC,11525300.00000000,3
2013-08-09 00:00:00+00:00,XRP,7817889792.00000000,1
2013-08-09 00:00:00+00:00,LTC,20185530.00000000,2
2013-08-09 00:00:00+00:00,BTC,11530225.00000000,3
2013-08-10 00:00:00+00:00,XRP,7817889792.00000000,1
2013-08-10 00:00:00+00:00,LTC,20211030.00000000,2
2013-08-10 00:00:00+00:00,BTC,11535475.00000000,3
2013-08-11 00:00:00+00:00,XRP,7817889792.00000000,1
2013-08-11 00:00:00+00:00,LTC,20240430.00000000,2
2013-08-11 00:00:00+00:00,BTC,11540850.00000000,3
2013-08-12 00:00:00+00:00,XRP,7817889792.00000000,1
2013-08-12 00:00:00+00:00,LTC,20271580.00000000,2
2013-08-12 00:00:00+00:00,BTC,11546275.00000000,3
2013-08-13 00:00:00+00:00,XRP,7817889792.00000000,1
2013-08-13 00:00:00+00:00,LTC,20302280.00000000,2
2013-08-13 00:00:00+00:00,BTC,11550850.00000000,3
2013-08-14 00:00:00+00:00,XRP,7817889792.00000000,1
2013-08-14 00:00:00+00:00,LTC,20332680.00000000,2
2013-08-14 00:00:00+00:00,BTC,11555025.00000000,3
2013-08-15 00:00:00+00:00,XRP,7817889792.00000000,1
2013-08-15 00:00:00+00:00,LTC,20363380.00000000,2
2013-08-15 00:00:00+00:00,BTC,11559275.00000000,3
2013-08-16 00:00:00+00:00,XRP,7817889792.00000000,1
2013-08-16 00:00:00+00:00,LTC,20389780.00000000,2
2013-08-16 00:00:00+00:00,BTC,11563500.00000000,3
2013-08-17 00:00:00+00:00,XRP,7817889792.00000000,1
2013-08-17 00:00:00+00:00,LTC,20417130.00000000,2
2013-08-17 00:00:00+00:00,BTC,11568250.00000000,3
2013-08-18 00:00:00+00:00,XRP,7817889792.00000000,1
2013-08-18 00:00:00+00:00,LTC,20444080.00000000,2
2013-08-18 00:00:00+00:00,BTC,11573075.00000000,3
2013-08-19 00:00:00+00:00,XRP,7817889792.00000000,1
2013-08-19 00:00:00+00:00,LTC,20474530.00000000,2
2013-08-19 00:00:00+00:00,BTC,11577525.00000000,3
2013-08-20 00:00:00+00:00,XRP,7817889792.00000000,1
2013-08-20 00:00:00+00:00,LTC,20505480.00000000,2
2013-08-20 00:00:00+00:00,BTC,11582275.00000000,3
2013-08-21 00:00:00+00:00,XRP,7817889792.00000000,1
2013-08-21 00:00:00+00:00,LTC,20538030.00000000,2
2013-08-21 00:00:00+00:00,BTC,11587175.00000000,3
2013-08-22 00:00:00+00:00,XRP,7817889792.00000000,1
2013-08-22 00:00:00+00:00,LTC,20571480.00000000,2
2013-08-22 00:00:00+00:00,BTC,11592550.00000000,3
2013-08-23 00:00:00+00:00,XRP,7817889792.00000000,1
2013-08-23 00:00:00+00:00,LTC,20600830.00000000,2
2013-08-23 00:00:00+00:00,BTC,11597450.00000000,3
2013-08-24 00:00:00+00:00,XRP,7817889792.00000000,1
2013-08-24 00:00:00+00:00,LTC,20631680.00000000,2
2013-08-24 00:00:00+00:00,BTC,11602050.00000000,3
2013-08-25 00:00:00+00:00,XRP,7817889792.00000000,1
2013-08-25 00:00:00+00:00,LTC,20657380.00000000,2
2013-08-25 00:00:00+00:00,BTC,11605825.00000000,3
2013-08-26 00:00:00+00:00,XRP,7817889792.00000000,1
2013-08-26 00:00:00+00:00,LTC,20683980.00000000,2
2013-08-26 00:00:00+00:00,BTC,11609975.00000000,3
2013-08-27 00:00:00+00:00,XRP,7817889792.00000000,1
2013-08-27 00:00:00+00:00,LTC,20710830.00000000,2
2013-08-27 00:00:00+00:00,BTC,11614175.00000000,3
2013-08-28 00:00:00+00:00,XRP,7817889792.00000000,1
2013-08-28 00:00:00+00:00,LTC,20737780.00000000,2
2013-08-28 00:00:00+00:00,BTC,11618625.00000000,3
2013-08-29 00:00:00+00:00,XRP,7817889792.00000000,1
2013-08-29 00:00:00+00:00,LTC,20768130.00000000,2
2013-08-29 00:00:00+00:00,BTC,11623375.00000000,3
2013-08-30 00:00:00+00:00,XRP,7817889792.00000000,1
2013-08-30 00:00:00+00:00,LTC,20801780.00000000,2
2013-08-30 00:00:00+00:00,BTC,11628500.00000000,3
2013-08-31 00:00:00+00:00,XRP,7817889792.00000000,1
2013-08-31 00:00:00+00:00,LTC,20836930.00000000,2
2013-08-31 00:00:00+00:00,BTC,11634075.00000000,3
2013-09-01 00:00:00+00:00,XRP,7817889792.00000000,1
2013-09-01 00:00:00+00:00,LTC,20869430.00000000,2
2013-09-01 00:00:00+00:00,BTC,11639550.00000000,3
2013-09-02 00:00:00+00:00,XRP,7817889792.00000000,1
2013-09-02 00:00:00+00:00,LTC,20891730.00000000,2
2013-09-02 00:00:00+00:00,BTC,11644975.00000000,3
2013-09-03 00:00:00+00:00,XRP,7817889792.00000000,1
2013-09-03 00:00:00+00:00,LTC,20916780.00000000,2
2013-09-03 00:00:00+00:00,BTC,11649825.00000000,3
2013-09-04 00:00:00+00:00,XRP,7817889792.00000000,1
2013-09-04 00:00:00+00:00,LTC,20939480.00000000,2
2013-09-04 00:00:00+00:00,BTC,11653875.00000000,3
2013-09-05 00:00:00+00:00,XRP,7817889792.00000000,1
2013-09-05 00:00:00+00:00,LTC,20967880.00000000,2
2013-09-05 00:00:00+00:00,BTC,11658350.00000000,3
2013-09-06 00:00:00+00:00,XRP,7817889792.00000000,1
2013-09-06 00:00:00+00:00,LTC,21005230.00000000,2
2013-09-06 00:00:00+00:00,BTC,11663000.00000000,3
2013-09-07 00:00:00+00:00,XRP,7817889792.00000000,1
2013-09-07 00:00:00+00:00,LTC,21039380.00000000,2
2013-09-07 00:00:00+00:00,BTC,11666625.00000000,3
2013-09-08 00:00:00+00:00,XRP,7817889792.00000000,1
2013-09-08 00:00:00+00:00,LTC,21069780.00000000,2
2013-09-08 00:00:00+00:00,BTC,11670525.00000000,3
2013-09-09 00:00:00+00:00,XRP,7817889792.00000000,1
2013-09-09 00:00:00+00:00,LTC,21093330.00000000,2
2013-09-09 00:00:00+00:00,BTC,11675600.00000000,3
2013-09-10 00:00:00+00:00,XRP,7817889792.00000000,1
2013-09-10 00:00:00+00:00,LTC,21116480.00000000,2
2013-09-10 00:00:00+00:00,BTC,11680400.00000000,3
2013-09-11 00:00:00+00:00,XRP,7817889792.00000000,1
2013-09-11 00:00:00+00:00,LTC,21141230.00000000,2
2013-09-11 00:00:00+00:00,BTC,11685400.00000000,3
2013-09-12 00:00:00+00:00,XRP,7817889792.00000000,1
2013-09-12 00:00:00+00:00,LTC,21169330.00000000,2
2013-09-12 00:00:00+00:00,BTC,11690725.00000000,3
2013-09-13 00:00:00+00:00,XRP,7817889792.00000000,1
2013-09-13 00:00:00+00:00,LTC,21197080.00000000,2
2013-09-13 00:00:00+00:00,BTC,11695800.00000000,3
2013-09-14 00:00:00+00:00,XRP,7817889792.00000000,1
2013-09-14 00:00:00+00:00,LTC,21230580.00000000,2
2013-09-14 00:00:00+00:00,BTC,11701275.00000000,3
2013-09-15 00:00:00+00:00,XRP,7817889792.00000000,1
2013-09-15 00:00:00+00:00,LTC,21262380.00000000,2
2013-09-15 00:00:00+00:00,BTC,11705800.00000000,3
2013-09-16 00:00:00+00:00,XRP,7817889792.00000000,1
2013-09-16 00:00:00+00:00,LTC,21292280.00000000,2
2013-09-16 00:00:00+00:00,BTC,11709650.00000000,3
2013-09-17 00:00:00+00:00,XRP,7817889792.00000000,1
2013-09-17 00:00:00+00:00,LTC,21323730.00000000,2
2013-09-17 00:00:00+00:00,BTC,11714100.00000000,3
2013-09-18 00:00:00+00:00,XRP,7817889792.00000000,1
