ts,open,high,low,close,confirm
1785880800000,74.09,74.18,73.94,74.05,1
1785884400000,74.05,74.26,73.69,73.71,1
1785888000000,73.71,73.76,73.42,73.47,1
1785891600000,73.47,74.06,73.34,74.05,1
1785895200000,74.05,74.44,74.01,74.16,1
1785898800000,74.16,74.25,73.66,73.74,1
1785902400000,73.74,73.82,73.58,73.75,1
1785906000000,73.75,74.25,73.71,74.1,1
1785909600000,74.1,74.21,73.94,73.96,1
1785913200000,73.96,74,73.64,73.94,1
1785916800000,73.94,74.12,73.91,74.04,1
1785920400000,74.04,74.16,73.96,73.96,1
1785924000000,73.96,74.08,73.75,73.8,1
1785927600000,73.8,73.97,73.7,73.73,1
1785931200000,73.74,74.35,73.68,74.02,1
1785934800000,74.02,74.06,73.21,73.93,1
1785938400000,73.93,74.1,73.56,73.91,1
1785942000000,73.91,74.25,73.8,73.89,1
1785945600000,73.89,74.4,73.89,74.23,1
1785949200000,74.23,74.62,74.08,74.51,1
1785952800000,74.51,74.78,74.38,74.49,1
1785956400000,74.49,74.59,74.38,74.43,1
1785960000000,74.43,74.55,74.26,74.34,1
1785963600000,74.34,74.35,74.02,74.08,1
1785967200000,74.08,74.16,73.95,73.97,1
1785970800000,73.97,74.07,73.8,73.99,1
1785974400000,73.99,74.22,73.99,74.02,1
1785978000000,74.02,74.07,73.68,73.7,1
1785981600000,73.7,73.74,73.33,73.49,1
1785985200000,73.49,73.55,73.39,73.44,1
1785988800000,73.44,73.83,73.34,73.81,1
1785992400000,73.81,74.3,73.8,74.18,1
1785996000000,74.18,74.2,73.89,74,1
1785999600000,74,74.07,73.82,73.83,1
1786003200000,73.83,74.04,73.66,73.95,1
1786006800000,73.95,73.96,73.16,73.26,1
1786010400000,73.26,73.4,73.12,73.26,1
1786014000000,73.27,73.53,73.13,73.41,1
1786017600000,73.41,73.43,73.08,73.09,1
1786021200000,73.09,73.28,72.81,73.2,1
1786024800000,73.2,73.54,73.05,73.42,1
1786028400000,73.42,73.58,73.25,73.26,1
1786032000000,73.26,73.44,73.04,73.4,1
1786035600000,73.4,73.5,73.01,73.14,1
1786039200000,73.14,73.19,72.66,72.76,1
1786042800000,72.77,72.89,72.5,72.75,1
1786046400000,72.75,72.95,72.75,72.8,1
